scope,task,sample_index,origin_row,origin_time,target_start,target_end,block,all_required_values_finite,formal_test_sample
selection_interval_L0_not_test_not_neural,168h_6h,727,895,2014-06-07T07:00:00,2014-06-07T07:00:00,2014-06-07T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,728,896,2014-06-07T08:00:00,2014-06-07T08:00:00,2014-06-07T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,729,897,2014-06-07T09:00:00,2014-06-07T09:00:00,2014-06-07T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,730,898,2014-06-07T10:00:00,2014-06-07T10:00:00,2014-06-07T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,731,899,2014-06-07T11:00:00,2014-06-07T11:00:00,2014-06-07T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,732,900,2014-06-07T12:00:00,2014-06-07T12:00:00,2014-06-07T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,733,901,2014-06-07T13:00:00,2014-06-07T13:00:00,2014-06-07T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,734,902,2014-06-07T14:00:00,2014-06-07T14:00:00,2014-06-07T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,735,903,2014-06-07T15:00:00,2014-06-07T15:00:00,2014-06-07T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,736,904,2014-06-07T16:00:00,2014-06-07T16:00:00,2014-06-07T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,737,905,2014-06-07T17:00:00,2014-06-07T17:00:00,2014-06-07T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,738,906,2014-06-07T18:00:00,2014-06-07T18:00:00,2014-06-07T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,739,907,2014-06-07T19:00:00,2014-06-07T19:00:00,2014-06-08T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,740,908,2014-06-07T20:00:00,2014-06-07T20:00:00,2014-06-08T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,741,909,2014-06-07T21:00:00,2014-06-07T21:00:00,2014-06-08T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,742,910,2014-06-07T22:00:00,2014-06-07T22:00:00,2014-06-08T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,743,911,2014-06-07T23:00:00,2014-06-07T23:00:00,2014-06-08T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,744,912,2014-06-08T00:00:00,2014-06-08T00:00:00,2014-06-08T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,745,913,2014-06-08T01:00:00,2014-06-08T01:00:00,2014-06-08T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,746,914,2014-06-08T02:00:00,2014-06-08T02:00:00,2014-06-08T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,747,915,2014-06-08T03:00:00,2014-06-08T03:00:00,2014-06-08T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,748,916,2014-06-08T04:00:00,2014-06-08T04:00:00,2014-06-08T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,749,917,2014-06-08T05:00:00,2014-06-08T05:00:00,2014-06-08T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,750,918,2014-06-08T06:00:00,2014-06-08T06:00:00,2014-06-08T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,751,919,2014-06-08T07:00:00,2014-06-08T07:00:00,2014-06-08T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,752,920,2014-06-08T08:00:00,2014-06-08T08:00:00,2014-06-08T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,753,921,2014-06-08T09:00:00,2014-06-08T09:00:00,2014-06-08T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,754,922,2014-06-08T10:00:00,2014-06-08T10:00:00,2014-06-08T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,755,923,2014-06-08T11:00:00,2014-06-08T11:00:00,2014-06-08T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,756,924,2014-06-08T12:00:00,2014-06-08T12:00:00,2014-06-08T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,757,925,2014-06-08T13:00:00,2014-06-08T13:00:00,2014-06-08T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,758,926,2014-06-08T14:00:00,2014-06-08T14:00:00,2014-06-08T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,759,927,2014-06-08T15:00:00,2014-06-08T15:00:00,2014-06-08T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,760,928,2014-06-08T16:00:00,2014-06-08T16:00:00,2014-06-08T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,761,929,2014-06-08T17:00:00,2014-06-08T17:00:00,2014-06-08T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,762,930,2014-06-08T18:00:00,2014-06-08T18:00:00,2014-06-08T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,763,931,2014-06-08T19:00:00,2014-06-08T19:00:00,2014-06-09T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,764,932,2014-06-08T20:00:00,2014-06-08T20:00:00,2014-06-09T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,765,933,2014-06-08T21:00:00,2014-06-08T21:00:00,2014-06-09T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,766,934,2014-06-08T22:00:00,2014-06-08T22:00:00,2014-06-09T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,767,935,2014-06-08T23:00:00,2014-06-08T23:00:00,2014-06-09T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,768,936,2014-06-09T00:00:00,2014-06-09T00:00:00,2014-06-09T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,769,937,2014-06-09T01:00:00,2014-06-09T01:00:00,2014-06-09T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,770,938,2014-06-09T02:00:00,2014-06-09T02:00:00,2014-06-09T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,771,939,2014-06-09T03:00:00,2014-06-09T03:00:00,2014-06-09T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,772,940,2014-06-09T04:00:00,2014-06-09T04:00:00,2014-06-09T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,773,941,2014-06-09T05:00:00,2014-06-09T05:00:00,2014-06-09T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,774,942,2014-06-09T06:00:00,2014-06-09T06:00:00,2014-06-09T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,775,943,2014-06-09T07:00:00,2014-06-09T07:00:00,2014-06-09T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,776,944,2014-06-09T08:00:00,2014-06-09T08:00:00,2014-06-09T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,777,945,2014-06-09T09:00:00,2014-06-09T09:00:00,2014-06-09T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,778,946,2014-06-09T10:00:00,2014-06-09T10:00:00,2014-06-09T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,779,947,2014-06-09T11:00:00,2014-06-09T11:00:00,2014-06-09T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,780,948,2014-06-09T12:00:00,2014-06-09T12:00:00,2014-06-09T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,781,949,2014-06-09T13:00:00,2014-06-09T13:00:00,2014-06-09T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,782,950,2014-06-09T14:00:00,2014-06-09T14:00:00,2014-06-09T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,783,951,2014-06-09T15:00:00,2014-06-09T15:00:00,2014-06-09T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,784,952,2014-06-09T16:00:00,2014-06-09T16:00:00,2014-06-09T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,785,953,2014-06-09T17:00:00,2014-06-09T17:00:00,2014-06-09T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,786,954,2014-06-09T18:00:00,2014-06-09T18:00:00,2014-06-09T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,787,955,2014-06-09T19:00:00,2014-06-09T19:00:00,2014-06-10T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,788,956,2014-06-09T20:00:00,2014-06-09T20:00:00,2014-06-10T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,789,957,2014-06-09T21:00:00,2014-06-09T21:00:00,2014-06-10T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,790,958,2014-06-09T22:00:00,2014-06-09T22:00:00,2014-06-10T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,791,959,2014-06-09T23:00:00,2014-06-09T23:00:00,2014-06-10T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,792,960,2014-06-10T00:00:00,2014-06-10T00:00:00,2014-06-10T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,793,961,2014-06-10T01:00:00,2014-06-10T01:00:00,2014-06-10T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,794,962,2014-06-10T02:00:00,2014-06-10T02:00:00,2014-06-10T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,795,963,2014-06-10T03:00:00,2014-06-10T03:00:00,2014-06-10T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,796,964,2014-06-10T04:00:00,2014-06-10T04:00:00,2014-06-10T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,797,965,2014-06-10T05:00:00,2014-06-10T05:00:00,2014-06-10T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,798,966,2014-06-10T06:00:00,2014-06-10T06:00:00,2014-06-10T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,799,967,2014-06-10T07:00:00,2014-06-10T07:00:00,2014-06-10T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,800,968,2014-06-10T08:00:00,2014-06-10T08:00:00,2014-06-10T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,801,969,2014-06-10T09:00:00,2014-06-10T09:00:00,2014-06-10T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,802,970,2014-06-10T10:00:00,2014-06-10T10:00:00,2014-06-10T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,803,971,2014-06-10T11:00:00,2014-06-10T11:00:00,2014-06-10T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,804,972,2014-06-10T12:00:00,2014-06-10T12:00:00,2014-06-10T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,805,973,2014-06-10T13:00:00,2014-06-10T13:00:00,2014-06-10T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,806,974,2014-06-10T14:00:00,2014-06-10T14:00:00,2014-06-10T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,807,975,2014-06-10T15:00:00,2014-06-10T15:00:00,2014-06-10T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,808,976,2014-06-10T16:00:00,2014-06-10T16:00:00,2014-06-10T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,809,977,2014-06-10T17:00:00,2014-06-10T17:00:00,2014-06-10T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,810,978,2014-06-10T18:00:00,2014-06-10T18:00:00,2014-06-10T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,811,979,2014-06-10T19:00:00,2014-06-10T19:00:00,2014-06-11T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,812,980,2014-06-10T20:00:00,2014-06-10T20:00:00,2014-06-11T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,813,981,2014-06-10T21:00:00,2014-06-10T21:00:00,2014-06-11T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,814,982,2014-06-10T22:00:00,2014-06-10T22:00:00,2014-06-11T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,815,983,2014-06-10T23:00:00,2014-06-10T23:00:00,2014-06-11T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,816,984,2014-06-11T00:00:00,2014-06-11T00:00:00,2014-06-11T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,817,985,2014-06-11T01:00:00,2014-06-11T01:00:00,2014-06-11T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,818,986,2014-06-11T02:00:00,2014-06-11T02:00:00,2014-06-11T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,819,987,2014-06-11T03:00:00,2014-06-11T03:00:00,2014-06-11T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,820,988,2014-06-11T04:00:00,2014-06-11T04:00:00,2014-06-11T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,821,989,2014-06-11T05:00:00,2014-06-11T05:00:00,2014-06-11T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,822,990,2014-06-11T06:00:00,2014-06-11T06:00:00,2014-06-11T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,823,991,2014-06-11T07:00:00,2014-06-11T07:00:00,2014-06-11T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,824,992,2014-06-11T08:00:00,2014-06-11T08:00:00,2014-06-11T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,825,993,2014-06-11T09:00:00,2014-06-11T09:00:00,2014-06-11T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,826,994,2014-06-11T10:00:00,2014-06-11T10:00:00,2014-06-11T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,827,995,2014-06-11T11:00:00,2014-06-11T11:00:00,2014-06-11T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,828,996,2014-06-11T12:00:00,2014-06-11T12:00:00,2014-06-11T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,829,997,2014-06-11T13:00:00,2014-06-11T13:00:00,2014-06-11T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,830,998,2014-06-11T14:00:00,2014-06-11T14:00:00,2014-06-11T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,831,999,2014-06-11T15:00:00,2014-06-11T15:00:00,2014-06-11T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,832,1000,2014-06-11T16:00:00,2014-06-11T16:00:00,2014-06-11T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,833,1001,2014-06-11T17:00:00,2014-06-11T17:00:00,2014-06-11T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,834,1002,2014-06-11T18:00:00,2014-06-11T18:00:00,2014-06-11T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,835,1003,2014-06-11T19:00:00,2014-06-11T19:00:00,2014-06-12T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,836,1004,2014-06-11T20:00:00,2014-06-11T20:00:00,2014-06-12T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,837,1005,2014-06-11T21:00:00,2014-06-11T21:00:00,2014-06-12T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,838,1006,2014-06-11T22:00:00,2014-06-11T22:00:00,2014-06-12T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,839,1007,2014-06-11T23:00:00,2014-06-11T23:00:00,2014-06-12T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,840,1008,2014-06-12T00:00:00,2014-06-12T00:00:00,2014-06-12T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,841,1009,2014-06-12T01:00:00,2014-06-12T01:00:00,2014-06-12T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,842,1010,2014-06-12T02:00:00,2014-06-12T02:00:00,2014-06-12T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,843,1011,2014-06-12T03:00:00,2014-06-12T03:00:00,2014-06-12T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,844,1012,2014-06-12T04:00:00,2014-06-12T04:00:00,2014-06-12T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,845,1013,2014-06-12T05:00:00,2014-06-12T05:00:00,2014-06-12T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,846,1014,2014-06-12T06:00:00,2014-06-12T06:00:00,2014-06-12T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,847,1015,2014-06-12T07:00:00,2014-06-12T07:00:00,2014-06-12T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,848,1016,2014-06-12T08:00:00,2014-06-12T08:00:00,2014-06-12T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,849,1017,2014-06-12T09:00:00,2014-06-12T09:00:00,2014-06-12T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,850,1023,2014-06-12T15:00:00,2014-06-12T15:00:00,2014-06-12T20:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,851,1024,2014-06-12T16:00:00,2014-06-12T16:00:00,2014-06-12T21:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,852,1025,2014-06-12T17:00:00,2014-06-12T17:00:00,2014-06-12T22:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,853,1026,2014-06-12T18:00:00,2014-06-12T18:00:00,2014-06-12T23:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,854,1027,2014-06-12T19:00:00,2014-06-12T19:00:00,2014-06-13T00:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,855,1028,2014-06-12T20:00:00,2014-06-12T20:00:00,2014-06-13T01:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,856,1029,2014-06-12T21:00:00,2014-06-12T21:00:00,2014-06-13T02:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,857,1030,2014-06-12T22:00:00,2014-06-12T22:00:00,2014-06-13T03:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,858,1031,2014-06-12T23:00:00,2014-06-12T23:00:00,2014-06-13T04:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,859,1032,2014-06-13T00:00:00,2014-06-13T00:00:00,2014-06-13T05:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,860,1033,2014-06-13T01:00:00,2014-06-13T01:00:00,2014-06-13T06:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,861,1034,2014-06-13T02:00:00,2014-06-13T02:00:00,2014-06-13T07:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,862,1035,2014-06-13T03:00:00,2014-06-13T03:00:00,2014-06-13T08:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,863,1036,2014-06-13T04:00:00,2014-06-13T04:00:00,2014-06-13T09:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,864,1037,2014-06-13T05:00:00,2014-06-13T05:00:00,2014-06-13T10:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,865,1038,2014-06-13T06:00:00,2014-06-13T06:00:00,2014-06-13T11:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,866,1039,2014-06-13T07:00:00,2014-06-13T07:00:00,2014-06-13T12:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,867,1040,2014-06-13T08:00:00,2014-06-13T08:00:00,2014-06-13T13:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,868,1041,2014-06-13T09:00:00,2014-06-13T09:00:00,2014-06-13T14:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,869,1042,2014-06-13T10:00:00,2014-06-13T10:00:00,2014-06-13T15:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,870,1043,2014-06-13T11:00:00,2014-06-13T11:00:00,2014-06-13T16:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,871,1044,2014-06-13T12:00:00,2014-06-13T12:00:00,2014-06-13T17:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,872,1045,2014-06-13T13:00:00,2014-06-13T13:00:00,2014-06-13T18:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,873,1046,2014-06-13T14:00:00,2014-06-13T14:00:00,2014-06-13T19:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,874,1047,2014-06-13T15:00:00,2014-06-13T15:00:00,2014-06-13T20:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,875,1048,2014-06-13T16:00:00,2014-06-13T16:00:00,2014-06-13T21:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,876,1049,2014-06-13T17:00:00,2014-06-13T17:00:00,2014-06-13T22:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,877,1050,2014-06-13T18:00:00,2014-06-13T18:00:00,2014-06-13T23:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,878,1051,2014-06-13T19:00:00,2014-06-13T19:00:00,2014-06-14T00:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,879,1052,2014-06-13T20:00:00,2014-06-13T20:00:00,2014-06-14T01:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,880,1053,2014-06-13T21:00:00,2014-06-13T21:00:00,2014-06-14T02:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,881,1054,2014-06-13T22:00:00,2014-06-13T22:00:00,2014-06-14T03:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,882,1055,2014-06-13T23:00:00,2014-06-13T23:00:00,2014-06-14T04:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,883,1056,2014-06-14T00:00:00,2014-06-14T00:00:00,2014-06-14T05:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,884,1057,2014-06-14T01:00:00,2014-06-14T01:00:00,2014-06-14T06:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,885,1058,2014-06-14T02:00:00,2014-06-14T02:00:00,2014-06-14T07:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,886,1059,2014-06-14T03:00:00,2014-06-14T03:00:00,2014-06-14T08:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,887,1060,2014-06-14T04:00:00,2014-06-14T04:00:00,2014-06-14T09:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,888,1061,2014-06-14T05:00:00,2014-06-14T05:00:00,2014-06-14T10:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,889,1062,2014-06-14T06:00:00,2014-06-14T06:00:00,2014-06-14T11:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,890,1063,2014-06-14T07:00:00,2014-06-14T07:00:00,2014-06-14T12:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,891,1064,2014-06-14T08:00:00,2014-06-14T08:00:00,2014-06-14T13:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,892,1065,2014-06-14T09:00:00,2014-06-14T09:00:00,2014-06-14T14:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,893,1066,2014-06-14T10:00:00,2014-06-14T10:00:00,2014-06-14T15:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,894,1067,2014-06-14T11:00:00,2014-06-14T11:00:00,2014-06-14T16:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,895,1068,2014-06-14T12:00:00,2014-06-14T12:00:00,2014-06-14T17:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,896,1069,2014-06-14T13:00:00,2014-06-14T13:00:00,2014-06-14T18:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,897,1070,2014-06-14T14:00:00,2014-06-14T14:00:00,2014-06-14T19:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,898,1071,2014-06-14T15:00:00,2014-06-14T15:00:00,2014-06-14T20:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,899,1072,2014-06-14T16:00:00,2014-06-14T16:00:00,2014-06-14T21:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,900,1073,2014-06-14T17:00:00,2014-06-14T17:00:00,2014-06-14T22:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,901,1074,2014-06-14T18:00:00,2014-06-14T18:00:00,2014-06-14T23:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,902,1075,2014-06-14T19:00:00,2014-06-14T19:00:00,2014-06-15T00:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,903,1076,2014-06-14T20:00:00,2014-06-14T20:00:00,2014-06-15T01:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,904,1077,2014-06-14T21:00:00,2014-06-14T21:00:00,2014-06-15T02:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,905,1078,2014-06-14T22:00:00,2014-06-14T22:00:00,2014-06-15T03:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,906,1079,2014-06-14T23:00:00,2014-06-14T23:00:00,2014-06-15T04:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,907,1080,2014-06-15T00:00:00,2014-06-15T00:00:00,2014-06-15T05:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,908,1081,2014-06-15T01:00:00,2014-06-15T01:00:00,2014-06-15T06:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,909,1082,2014-06-15T02:00:00,2014-06-15T02:00:00,2014-06-15T07:00:00,Q2,True,False
selection_interval_L0_not_test_not_neural,168h_6h,910,1083,2014-06-15T03:00:00,2014-06-15T03:00:00,2014-06-15T08:00:00,Q2,True,False
